Origin Country,Named Delivery Place [NDP],Incoterm,Commodity,Specific Commodity,GMO,Packaging Type,Price      ($/mt),Last Updated,Capacity (mt),Lead Time (days),Source
INDONESIA,BELAWAN (INDONESIA),FOB,Vegetable Oil (FOOD - OILS & FATS),PALMOLIEN OIL,Non GMO,Plastic/Jerry Bottle,910,42720,100000,60,SCIPS
UGANDA,TORORO (UGANDA),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,317.47,42489,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Split Peas (FOOD - PULSES & VEGETABLES),SPLIT GREEN PEAS,Non GMO,Bag,540,42720,100000,60,SCIPS
INDIA,DAMASCUS (SYRIA),DAP,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE - SHORT/MEDIUM,Non GMO,Bag,525,42522,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Chickpeas (FOOD - PULSES & VEGETABLES),CHICKPEAS,Non GMO,Bag,670,42775,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,893.33,42522,100000,60,SCIPS
PALESTINE,GAZA TOWN (PALESTINE),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,380,42691,100000,60,SCIPS
MALAWI,BLANTYRE (MALAWI),FCA,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+) WITH SUGAR,Non GMO,Bag,612,42783,100000,60,SCIPS
INDIA,MANESAR (INDIA),FCA,Ready To Use Therape (FOOD - MIXED & BLENDED FOODS),READY TO USE THERAPEUTIC FOOD,Non GMO,Sachet,2900,42600,100000,60,SCIPS
INDIA,NHAVA SHEVA (INDIA),FCA,Ready To Use Therape (FOOD - MIXED & BLENDED FOODS),READY TO USE THERAPEUTIC FOOD,Non GMO,Sachet,3000,42600,100000,60,SCIPS
PAKISTAN,PORT QASIM (PAKISTAN),FCA,Ready To Use Therape (FOOD - MIXED & BLENDED FOODS),READY TO USE THERAPEUTIC FOOD,Non GMO,Sachet,2535,42600,100000,60,SCIPS
ECUADOR,MANTA (ECUADOR),FOB,Uht Milk (FOOD - DAIRY PRODUCTS),UHT MILK,Non GMO,Bag,5900,42636,100000,60,SCIPS
ECUADOR,GUAYAQUIL (ECUADOR),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,914,42772,100000,60,SCIPS
NICARAGUA,HAVANA (CUBA),CIF,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,1350,42662,100000,60,SCIPS
RUSSIA,(TURKEY),FOB,Wheat (FOOD - CEREALS & GRAINS),WHEAT,Non GMO,Bag,202.63,42677,100000,60,SCIPS
RUSSIA,VANADZOR (ARMENIA),DAP,Buckwheat (FOOD - CEREALS & GRAINS),BUCKWHEAT,Non GMO,Bag,1350,42670,100000,60,SCIPS
RUSSIA,RUDAKI (TAJIKISTAN),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,630,42677,100000,60,SCIPS
RUSSIA,BISHKEK (KYRGYZSTAN),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,545,42712,100000,60,SCIPS
RUSSIA,OSHKAYA (KYRGYZSTAN),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,565,42712,100000,60,SCIPS
MEXICO,PORT-AU-PRINCE (HAITI),CFR,Vegetable Oil (FOOD - OILS & FATS),SOYA BEAN OIL,Non GMO,Pet Bottle,1341,42681,100000,60,SCIPS
MEXICO,VERACRUZ (MEXICO),FOB,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,1065,42703,100000,60,SCIPS
USA,NEW ORLEANS (USA),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,380,42815,100000,60,SCIPS
TURKEY,DJIBOUTI (DJIBOUTI),CFR,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,310,42691,100000,60,SCIPS
PAKISTAN,KARACHI (PAKISTAN),EXW,Ready To Use Supplem (FOOD - MIXED & BLENDED FOODS),PLUMPY DOZ,Non GMO,Carton,2388,42094,100000,60,SCIPS
GUATEMALA,GUATEMALA (GUATEMALA),EXW,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL PLUS (CSB++),GMO,Bag,1368.27,42758,100000,60,SCIPS
THAILAND,BANGPKALOD (THAILAND),FOB,Rice (FOOD - CEREALS & GRAINS),25% BROKEN RICE,Non GMO,Bag,363,42487,100000,60,SCIPS
BELIZE,BELIZE CITY (BELIZE),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,991,42395,100000,60,SCIPS
GUATEMALA,GUATEMALA (GUATEMALA),EXW,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),GMO,Bag,946.29,42758,100000,60,SCIPS
TURKEY,MERSIN (TURKEY),FCA,Rations (FOOD - PRE-PACKAGED FOOD PARCELS),RATIONS,Non GMO,Carton,600,42390,100000,60,SCIPS
UKRAINE,BAGHDAD (IRAQ),DAP,Beans (FOOD - PULSES & VEGETABLES),HORSE BEANS,Non GMO,Bag,660,42411,100000,60,SCIPS
SOUTH AFRICA,DURBAN (SOUTH AFRICA),FCA,Micronutrition Powde (FOOD - MISCELLANEOUS),MICRONUTRITION POWDER,Non GMO,Sachet,22500,42584,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Sugar (FOOD - MISCELLANEOUS),WHITE SUGAR,Non GMO,Bag,617.25,42766,100000,60,SCIPS
RUSSIA,VANADZOR (ARMENIA),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,716,42585,100000,60,SCIPS
ZAMBIA,KABWE (ZAMBIA),FCA,Peas (FOOD - PULSES & VEGETABLES),COW PEAS,Non GMO,Bag,485.96,42748,100000,60,SCIPS
FRANCE,ROUEN (FRANCE),FCA,Ready To Use Therape (FOOD - MIXED & BLENDED FOODS),READY TO USE THERAPEUTIC FOOD,Non GMO,Sachet,2994.42,42600,100000,60,SCIPS
USA,ELIZABETH (USA),FCA,Ready To Use Therape (FOOD - MIXED & BLENDED FOODS),READY TO USE THERAPEUTIC FOOD,Non GMO,Sachet,3080,42600,100000,60,SCIPS
ECUADOR,GUAYAQUIL (ECUADOR),FOB,Rice (FOOD - CEREALS & GRAINS),25% BROKEN RICE,Non GMO,Bag,928.9,42699,100000,60,SCIPS
GUYANA,GEORGETOWN (GUYANA),FOB,Rice (FOOD - CEREALS & GRAINS),25% BROKEN RICE,Non GMO,Bag,508,42699,100000,60,SCIPS
HONDURAS,COMAYAGUA (HONDURAS),DAP,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,1300.65,42802,100000,60,SCIPS
HONDURAS,SAN LORENZO (HONDURAS),DAP,Maize Meal (FOOD - CEREALS & GRAINS),WHITE MAIZE MEAL,Non GMO,Bag,620.56,42802,100000,60,SCIPS
HONDURAS,TEGUCIGALPA (HONDURAS),EXW,Maize (FOOD - CEREALS & GRAINS),YELLOW MAIZE,Non GMO,Bag,289.25,42758,100000,60,SCIPS
HONDURAS,TEGUCIGALPA (HONDURAS),EXW,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,956.52,42807,100000,60,SCIPS
HONDURAS,TEGUCIGALPA (HONDURAS),EXW,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,700,42758,100000,60,SCIPS
HONDURAS,TEGUCIGALPA (HONDURAS),EXW,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,1353,42758,100000,60,SCIPS
DOMINICAN REP.,SANTO DOMINGO (DOMINICAN REP.),EXW,Beans (FOOD - PULSES & VEGETABLES),RED BEANS,Non GMO,Bag,2057,42787,100000,60,SCIPS
DOMINICAN REP.,SANTO DOMINGO (DOMINICAN REP.),EXW,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,1683,42787,100000,60,SCIPS
DOMINICAN REP.,SANTO DOMINGO (DOMINICAN REP.),EXW,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,1418.6,42758,100000,60,SCIPS
HONDURAS,TEGUCIGALPA (HONDURAS),EXW,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,703.33,42807,100000,60,SCIPS
HONDURAS,TEGUCIGALPA (HONDURAS),EXW,Rice (FOOD - CEREALS & GRAINS),15% BROKEN RICE,Non GMO,Bag,746.5,42758,100000,60,SCIPS
URUGUAY,MONTEVIDEO (URUGUAY),FOB,Rice (FOOD - CEREALS & GRAINS),15% BROKEN RICE,Non GMO,Bag,500,42822,100000,60,SCIPS
COLOMBIA,BOGOTA (COLOMBIA),EXW,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,1540,42760,100000,60,SCIPS
PAKISTAN,LAHORE (PAKISTAN),EXW,High Energy Biscuits (FOOD - MIXED & BLENDED FOODS),HIGH ENERGY BISCUITS,Non GMO,Carton,943.59,42415,100000,60,SCIPS
DEM. REP. CONGO,LUBUMBASHI (DEM. REP. CONGO),DAP,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,0,42475,100000,60,SCIPS
POLAND,GDANSK (POLAND),FOB,Barley (FOOD - CEREALS & GRAINS),BARLEY,Non GMO,Bag,308,42320,100000,60,SCIPS
EL SALVADOR,ACAJUTLA (EL SALVADOR),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE FORTIFIED,Non GMO,Bag,990,42787,100000,60,SCIPS
KAZAKHSTAN,MERSIN (TURKEY),FOB,Chickpeas (FOOD - PULSES & VEGETABLES),CHICKPEAS,Non GMO,Bag,1000,42494,100000,60,SCIPS
ARGENTINA,ZARATE (ARGENTINA),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE FORTIFIED,Non GMO,Bag,510,42815,100000,60,SCIPS
CAMEROON,DOUALA (CAMEROON),FCA,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,196.73,42425,100000,60,SCIPS
CANADA,MONTREAL (CANADA),DAT,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,870,42494,100000,60,SCIPS
EGYPT,DAMASCUS (SYRIA),EXW,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE,Non GMO,Bag,525,42551,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE FORTIFIED,Non GMO,Bag,1320,42593,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Dried Whole Milk (FOOD - DAIRY PRODUCTS),DRIED WHOLE MILK,Non GMO,Bag,3300,42618,100000,60,SCIPS
BRAZIL,ITAJAI (BRAZIL),FOB,Maize Meal (FOOD - CEREALS & GRAINS),MAIZE MEAL,Non GMO,Bag,760,42621,100000,60,SCIPS
TURKEY,MERSIN (TURKEY),FCA,Bulgur Wheat (FOOD - CEREALS & GRAINS),BULGUR WHEAT,Non GMO,Bag,349,42608,100000,60,SCIPS
ECUADOR,GUAYAQUIL (ECUADOR),FOB,Uht Milk (FOOD - DAIRY PRODUCTS),UHT MILK,Non GMO,Bag,5900,42636,100000,60,SCIPS
ECUADOR,MANTA (ECUADOR),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,895.06,42636,100000,60,SCIPS
GUYANA,GEORGETOWN (GUYANA),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,490,42664,100000,60,SCIPS
HONDURAS,COMAYAGUA (HONDURAS),DAP,Vegetable Oil (FOOD - OILS & FATS),PALMOLIEN OIL,Non GMO,Bag,1688.3,42802,100000,60,SCIPS
FRANCE,ROUEN (FRANCE),FCA,LNS - Large Quantity (FOOD - MIXED & BLENDED FOODS),LNS,Non GMO,Sachet,2431,42724,100000,60,SCIPS
USA,ELIZABETH (USA),FCA,LNS - Large Quantity (FOOD - MIXED & BLENDED FOODS),LNS,GMO,Sachet,2550,42724,100000,60,SCIPS
FRANCE,ROUEN (FRANCE),FCA,LNS - Medium Quantit (FOOD - MIXED & BLENDED FOODS),LNS,Non GMO,Sachet,2462,42711,100000,60,SCIPS
INDIA,MUNDRA (INDIA),FCA,LNS - Medium Quantit (FOOD - MIXED & BLENDED FOODS),LNS,Non GMO,Sachet,2450,42711,100000,60,SCIPS
USA,ELIZABETH (USA),FCA,LNS - Medium Quantit (FOOD - MIXED & BLENDED FOODS),LNS,GMO,Sachet,2880,42697,100000,60,SCIPS
INDIA,MANESAR (INDIA),FCA,LNS - Large Quantity (FOOD - MIXED & BLENDED FOODS),LNS,Non GMO,Sachet,2350,42690,100000,60,SCIPS
FRANCE,LE HAVRE (FRANCE),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - SMALL QUANTITY,Non GMO,Sachet,2866.11,42746,100000,60,SCIPS
USA,ELIZABETH (USA),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - SMALL QUANTITY,GMO,Sachet,3150,42746,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,1250,42759,100000,60,SCIPS
MEXICO,PUERTO PROGRESO (MEXICO),FOB,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,290,42759,100000,60,SCIPS
MEXICO,PUERTO PROGRESO (MEXICO),FOB,Sugar (FOOD - MISCELLANEOUS),WHITE SUGAR,Non GMO,Bag,500,42759,100000,60,SCIPS
EL SALVADOR,ACAJUTLA (EL SALVADOR),FOB,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,594,42759,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Vegetable Oil (FOOD - OILS & FATS),SOYA BEAN OIL,Non GMO,Bag,1205,42759,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Vegetable Oil (FOOD - OILS & FATS),SUNFLOWER OIL,Non GMO,Bag,1268,42759,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Vegetable Oil (FOOD - OILS & FATS),PALMOLIEN OIL,Non GMO,Bag,1040,42759,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),FOB,Vegetable Oil (FOOD - OILS & FATS),VEGETABLE OIL,Non GMO,Bag,1995,42759,100000,60,SCIPS
COLOMBIA,BARRANQUILLA (COLOMBIA),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,475.27,42254,100000,60,SCIPS
INDONESIA,SURABAYA (INDONESIA),FOB,Vegetable Oil (FOOD - OILS & FATS),PALMOLIEN OIL,Non GMO,Plastic/Jerry Bottle,880,42720,100000,60,SCIPS
KYRGYZSTAN,MERSIN (TURKEY),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,698,42444,100000,60,SCIPS
ARGENTINA,SANTA FE (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,1100,42811,100000,60,SCIPS
BRAZIL,ITAJAI (BRAZIL),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE FORTIFIED,Non GMO,Bag,645,42730,100000,60,SCIPS
BRAZIL,PARANAGUA (BRAZIL),FOB,Beans (FOOD - PULSES & VEGETABLES),SOYA BEANS,Non GMO,Bag,520,42268,100000,60,SCIPS
PAKISTAN,KARACHI (PAKISTAN),EXW,Ready To Use Supplem (FOOD - MIXED & BLENDED FOODS),SUPPLEMENTARY PLUMPY,Non GMO,Carton,2200,42598,100000,60,SCIPS
EL SALVADOR,SAN SALVADOR (EL SALVADOR),DAP,Beans (FOOD - PULSES & VEGETABLES),BEANS,Non GMO,Bag,1700,42324,100000,60,SCIPS
EL SALVADOR,SAN SALVADOR (EL SALVADOR),DAP,Rice (FOOD - CEREALS & GRAINS),10% BROKEN RICE,Non GMO,Bag,930,42324,100000,60,SCIPS
EL SALVADOR,SAN SALVADOR (EL SALVADOR),DAP,Maize (FOOD - CEREALS & GRAINS),MAIZE,Non GMO,Bag,480,42324,100000,60,SCIPS
VIETNAM,HOCHIMINH CITY (VIETNAM),FOB,Rice (FOOD - CEREALS & GRAINS),100% BROKEN RICE,Non GMO,Bag,318,42815,100000,60,SCIPS
BRAZIL,MARANHAO ITAQUI (BRAZIL),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,1580,42348,100000,60,SCIPS
BRAZIL,PUERTO CORTEZ (HONDURAS),CIF,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,1630,42348,100000,60,SCIPS
BRAZIL,RIO GRANDE (BRAZIL),FOB,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,170,42358,100000,60,SCIPS
COLOMBIA,PORT-AU-PRINCE (HAITI),CFR,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,232,42513,100000,60,SCIPS
HONDURAS,CHOLUTECA (HONDURAS),DAP,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,0,42570,100000,60,SCIPS
BRAZIL,SANTOS (BRAZIL),FOB,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,900,42772,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,0,42746,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Split Peas (FOOD - PULSES & VEGETABLES),SPLIT YELLOW PEAS,Non GMO,Bag,510,42720,100000,60,SCIPS
BELIZE,BELIZE CITY (BELIZE),FOB,Sugar (FOOD - MISCELLANEOUS),BROWN SUGAR,Non GMO,Bag,583,42395,100000,60,SCIPS
GUATEMALA,STO TOMAS CASTL (GUATEMALA),FOB,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),GMO,Bag,1221.8,42424,100000,60,SCIPS
NICARAGUA,CORINTO (NICARAGUA),EXW,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+) WITH SUGAR,Non GMO,Bag,1200,42770,100000,60,SCIPS
UKRAINE,ODESSA (UKRAINE),FOB,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,340,42516,100000,60,SCIPS
SOUTH AFRICA,CAPETOWN (SOUTH AFRICA),FOB,Ready To Use Supplem (FOOD - MIXED & BLENDED FOODS),SUPPLEMENTARY PLUMPY,Non GMO,Bag,2799.99,42608,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),DAP,Vegetable Oil (FOOD - OILS & FATS),VEGETABLE OIL,Non GMO,Pet Bottle,990,42619,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),FOB,Maize Meal (FOOD - CEREALS & GRAINS),WHITE MAIZE MEAL,Non GMO,Bag,599,42807,100000,60,SCIPS
ARGENTINA,ZARATE (ARGENTINA),FOB,Rice (FOOD - CEREALS & GRAINS),25% BROKEN RICE,Non GMO,Bag,422,42699,100000,60,SCIPS
ARGENTINA,ROSARIO (ARGENTINA),FOB,Peas (FOOD - PULSES & VEGETABLES),WHOLE YELLOW PEAS,Non GMO,Bag,400,42746,100000,60,SCIPS
SOUTH AFRICA,CAPETOWN (SOUTH AFRICA),FCA,LNS - Large Quantity (FOOD - MIXED & BLENDED FOODS),LNS,Non GMO,Sachet,2400,42697,100000,60,SCIPS
KENYA,MOMBASA (KENYA),FCA,LNS - Large Quantity (FOOD - MIXED & BLENDED FOODS),LNS,Non GMO,Sachet,2733,42724,100000,60,SCIPS
ETHIOPIA,ADDIS ABABA (ETHIOPIA),EXW,LNS - Large Quantity (FOOD - MIXED & BLENDED FOODS),LNS,Non GMO,Sachet,3550,42697,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Beans - White (FOOD - PULSES & VEGETABLES),BEANS,Non GMO,Bag,741,42766,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Sugar - White (FOOD - MISCELLANEOUS),SUGAR,Non GMO,Bag,617.25,42766,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Rice (FOOD - CEREALS & GRAINS),5% BROKEN RICE,Non GMO,Bag,611.4,42766,100000,60,SCIPS
SYRIA,DAMASCUS (SYRIA),DAP,Vegetable Oil - Sunf (FOOD - OILS & FATS),VEGETABLE OIL,Non GMO,Plastic/Jerry Bottle,1185,42775,100000,60,SCIPS
BRAZIL,CASABLANCA (MOROCCO),FOB,Sugar - White (FOOD - MISCELLANEOUS),SUGAR,Non GMO,Bulk,550,42779,100000,60,SCIPS
NETHERLANDS,ROTTERDAM (NETHERLANDS),FOB,Sugar - White (FOOD - MISCELLANEOUS),SUGAR,Non GMO,Bag,575,42789,100000,60,SCIPS
KENYA,MARAGUA (KENYA),FCA,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,774,42811,100000,60,SCIPS
URUGUAY,MONTEVIDEO (URUGUAY),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (DARK KIDNEY),Non GMO,Bag,950,42807,100000,60,SCIPS
URUGUAY,MONTEVIDEO (URUGUAY),FOB,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,750,42807,100000,60,SCIPS
URUGUAY,MONTEVIDEO (URUGUAY),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,1000,42807,100000,60,SCIPS
HONDURAS,TEGUCIGALPA (HONDURAS),EXW,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,0,42807,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE,Non GMO,Bag,637,42807,100000,60,SCIPS
HONDURAS,SAN PEDRO SULA (HONDURAS),FOB,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,465,42807,100000,60,SCIPS
BOLIVIA,SUCRE (BOLIVIA),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,651.58,42254,100000,60,SCIPS
ARGENTINA,SANTA FE (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),BLACK BEANS,Non GMO,Bag,0,42268,100000,60,SCIPS
BOLIVIA,SUCRE (BOLIVIA),DAP,Corn Soya Blend (FOOD - MIXED & BLENDED FOODS),SUPER CEREAL (CSB+),Non GMO,Bag,1057.6,42299,100000,60,SCIPS
PAKISTAN,KARACHI PORT (PAKISTAN),FOB,Rice (FOOD - CEREALS & GRAINS),100% BROKEN RICE,Non GMO,Bag,309,42815,100000,60,SCIPS
INDIA,KANDLA (INDIA),FOB,Rice (FOOD - CEREALS & GRAINS),100% BROKEN RICE,Non GMO,Bag,290,42815,100000,60,SCIPS
FRANCE,MERSIN (TURKEY),FOB,Beans (FOOD - PULSES & VEGETABLES),HORSE BEANS,Non GMO,Bag,650,42369,100000,60,SCIPS
BRAZIL,RIO GRANDE (BRAZIL),FOB,Rice (FOOD - CEREALS & GRAINS),20% BROKEN RICE FORTIFIED,Non GMO,Bag,570,42542,100000,60,SCIPS
MEXICO,ALTAMIRA (MEXICO),FOB,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,340,42388,100000,60,SCIPS
TURKEY,DUHOK (IRAQ),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,319,42509,100000,60,SCIPS
EGYPT,ALEXANDRIA (EGYPT),FOB,Lentils (FOOD - PULSES & VEGETABLES),WHOLE RED LENTILS,Non GMO,Bag,1125,42411,100000,60,SCIPS
TURKEY,BAGHDAD (IRAQ),DAP,Beans (FOOD - PULSES & VEGETABLES),HORSE BEANS,Non GMO,Bag,800,42411,100000,60,SCIPS
PAKISTAN,QUAIDABAD (PAKISTAN),EXW,Iodised Salt (FOOD - MISCELLANEOUS),IODISED SALT,Non GMO,Bag,81,42598,100000,60,SCIPS
TANZANIA,DODOMA (TANZANIA),FCA,Maize (FOOD - CEREALS & GRAINS),WHITE MAIZE,Non GMO,Bag,358,42685,100000,60,SCIPS
CANADA,MERSIN (TURKEY),FOB,Beans (FOOD - PULSES & VEGETABLES),WHITE BEANS,Non GMO,Bag,1000,42494,100000,60,SCIPS
ARGENTINA,BAIRES (ARGENTINA),FOB,Beans (FOOD - PULSES & VEGETABLES),RED BEANS (SMALL KIDNEY),Non GMO,Bag,870,42498,100000,60,SCIPS
RUSSIA,TRABZON (TURKEY),FOB,Split Peas (FOOD - PULSES & VEGETABLES),SPLIT YELLOW PEAS,Non GMO,Bag,510,42502,100000,60,SCIPS
NIGER,MARADI (NIGER),DAP,Sorghum/Millet (FOOD - CEREALS & GRAINS),SORGHUM/MILLET,Non GMO,Bag,539.92,42472,100000,60,SCIPS
UKRAINE,ODESSA (UKRAINE),FOB,Wheat (FOOD - CEREALS & GRAINS),DURUM WHEAT,Non GMO,Bag,240,42523,100000,60,SCIPS
MALAWI,BLANTYRE (MALAWI),FCA,Maize (FOOD - CEREALS & GRAINS),MAIZE,Non GMO,Bag,0,42734,100000,60,SCIPS
TAJIKISTAN,KHUJAND (TAJIKISTAN),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,329,42593,100000,60,SCIPS
TURKEY,GAZIANTEP (TURKEY),FCA,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,335,42621,100000,60,SCIPS
HONDURAS,LA CEIBA (HONDURAS),DAP,Wheat Flour (FOOD - CEREALS & GRAINS),WHEAT FLOUR,Non GMO,Bag,456.01,42802,100000,60,SCIPS
FRANCE,ROUEN (FRANCE),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - LARGE QUANTITY (RUSF),Non GMO,Sachet,2431,42724,100000,60,SCIPS
USA,ELIZABETH (USA),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - LARGE QUANTITY (RUSF),GMO,Sachet,2550,42724,100000,60,SCIPS
INDIA,MANESAR (INDIA),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - LARGE QUANTITY (RUSF),Non GMO,Sachet,2350,42690,100000,60,SCIPS
SOUTH AFRICA,CAPETOWN (SOUTH AFRICA),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - LARGE QUANTITY (RUSF),Non GMO,Sachet,2400,42697,100000,60,SCIPS
KENYA,MOMBASA (KENYA),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - LARGE QUANTITY (RUSF),Non GMO,Sachet,2733,42724,100000,60,SCIPS
ETHIOPIA,ADDIS ABABA (ETHIOPIA),FCA,LNS (FOOD - MIXED & BLENDED FOODS),LNS - LARGE QUANTITY (RUSF),Non GMO,Sachet,3550,42697,100000,60,SCIPS
